source,target
DPF3,chr14-q24.2
SIPA1L1,chr14-q24.2
MSANTD2,chr11-q24.2
SPA17,chr11-q24.2
TBR1,chr2-q24.2
R3HCC1L,chr10-q24.2
LY75-CD302,chr2-q24.2
OR10G9,chr11-q24.2
C16orf95,chr16-q24.2
ZNF469,chr16-q24.2
CA5A,chr16-q24.2
LY75,chr2-q24.2
LOXL4,chr10-q24.2
PYROXD2,chr10-q24.2
HPS1,chr10-q24.2
NOL11,chr17-q24.2
WIPI1,chr17-q24.2
SRPRA,chr11-q24.2
DCPS,chr11-q24.2
ST3GAL4,chr11-q24.2
ITGB6,chr2-q24.2
TANC1,chr2-q24.2
PLA2R1,chr2-q24.2
TANK,chr2-q24.2
PSMD14,chr2-q24.2
SLC4A10,chr2-q24.2
PATE1,chr11-q24.2
PATE2,chr11-q24.2
PATE3,chr11-q24.2
PATE4,chr11-q24.2
HYLS1,chr11-q24.2
PUS3,chr11-q24.2
DDX25,chr11-q24.2
RPUSD4,chr11-q24.2
CD302,chr2-q24.2
ZC3H18,chr16-q24.2
ZFYVE27,chr10-q24.2
MARCHF7,chr2-q24.2
TIRAP,chr11-q24.2
OR10D3,chr11-q24.2
OR8D1,chr11-q24.2
NKX2-3,chr10-q24.2
OR10G7,chr11-q24.2
OR8B8,chr11-q24.2
UTRN,chr6-q24.2
OR8B3,chr11-q24.2
OR8B2,chr11-q24.2
OR10G8,chr11-q24.2
MPC2,chr1-q24.2
C1orf112,chr1-q24.2
TIPRL,chr1-q24.2
NME7,chr1-q24.2
RCSD1,chr1-q24.2
SFT2D2,chr1-q24.2
XCL2,chr1-q24.2
POU2F1,chr1-q24.2
IMP3,chr15-q24.2
KIFAP3,chr1-q24.2
METTL18,chr1-q24.2
KPNA2,chr17-q24.2
XCL1,chr1-q24.2
TBX19,chr1-q24.2
SCYL3,chr1-q24.2
OR10G4,chr11-q24.2
CREG1,chr1-q24.2
PTPN9,chr15-q24.2
MPZL1,chr1-q24.2
ADCY10,chr1-q24.2
SELE,chr1-q24.2
SELL,chr1-q24.2
DPT,chr1-q24.2
OR8G5,chr11-q24.2
CHEK1,chr11-q24.2
OR8G1,chr11-q24.2
OR8D2,chr11-q24.2
OR8B12,chr11-q24.2
OR8B4,chr11-q24.2
PRRX1,chr1-q24.2
MAN2C1,chr15-q24.2
GOLGA6D,chr15-q24.2
GOLGA6C,chr15-q24.2
PLAGL1,chr6-q24.2
TMEM218,chr11-q24.2
TMEM266,chr15-q24.2
C17orf58,chr17-q24.2
CDON,chr11-q24.2
WDSUB1,chr2-q24.2
PHACTR2,chr6-q24.2
VSIG10L2,chr11-q24.2
SELP,chr1-q24.2
GCG,chr2-q24.2
DPP4,chr2-q24.2
BANP,chr16-q24.2
FAM20A,chr17-q24.2
ARSG,chr17-q24.2
AMZ2,chr17-q24.2
FOXRED1,chr11-q24.2
NTMT2,chr1-q24.2
IFIH1,chr2-q24.2
GCA,chr2-q24.2
ABCA9,chr17-q24.2
BPTF,chr17-q24.2
PRKAR1A,chr17-q24.2
ABCA8,chr17-q24.2
PITPNC1,chr17-q24.2
SLC16A6,chr17-q24.2
CD247,chr1-q24.2
RBMS1,chr2-q24.2
BAZ2B,chr2-q24.2
KCNH7,chr2-q24.2
FAP,chr2-q24.2
GPR161,chr1-q24.2
GORAB,chr1-q24.2
DCAF6,chr1-q24.2
BLZF1,chr1-q24.2
CCDC181,chr1-q24.2
SLC19A2,chr1-q24.2
F5,chr1-q24.2
ATP1B1,chr1-q24.2
RBM19,chr12-q24.21
LRATD2,chr8-q24.21
MYC,chr8-q24.21
POU5F1B,chr8-q24.21
TBX3,chr12-q24.21
TBX5,chr12-q24.21
GSDMC,chr8-q24.21
MED13L,chr12-q24.21
CYRIB,chr8-q24.21
MAP1LC3B2,chr12-q24.22
FBXW8,chr12-q24.22
TESC,chr12-q24.22
KCNQ3,chr8-q24.22
ASAP1,chr8-q24.22
SLA,chr8-q24.22
TG,chr8-q24.22
ST3GAL1,chr8-q24.22
ADCY8,chr8-q24.22
ZFAT,chr8-q24.22
CCN4,chr8-q24.22
NDRG1,chr8-q24.22
PHF20L1,chr8-q24.22
TMEM71,chr8-q24.22
SPRING1,chr12-q24.22
HRK,chr12-q24.22
EFR3A,chr8-q24.22
OC90,chr8-q24.22
HHLA1,chr8-q24.22
RNFT2,chr12-q24.22
DNAAF11,chr8-q24.22
FBXO21,chr12-q24.22
NOS1,chr12-q24.22
KSR2,chr12-q24.23
SUDS3,chr12-q24.23
CCDC60,chr12-q24.23
SRRM4,chr12-q24.23
RFC5,chr12-q24.23
TAOK3,chr12-q24.23
PEBP1,chr12-q24.23
VSIG10,chr12-q24.23
KHDRBS3,chr8-q24.23
FAM135B,chr8-q24.23
HSPB8,chr12-q24.23
WSB2,chr12-q24.23
TMEM233,chr12-q24.23
PRKAB1,chr12-q24.23
CIT,chr12-q24.23
BICDL1,chr12-q24.23
RAB35,chr12-q24.23
GCN1,chr12-q24.23
RPLP0,chr12-q24.23
PXN,chr12-q24.23
FOS,chr14-q24.3
LTBP2,chr14-q24.3
ISCA2,chr14-q24.3
JDP2,chr14-q24.3
TMEM63C,chr14-q24.3
RIOX1,chr14-q24.3
SYNDIG1L,chr14-q24.3
CIPC,chr14-q24.3
ALKBH1,chr14-q24.3
SLIRP,chr14-q24.3
ADCK1,chr14-q24.3
DLST,chr14-q24.3
RPS6KL1,chr14-q24.3
PGF,chr14-q24.3
EIF2B2,chr14-q24.3
MLH3,chr14-q24.3
ACYP1,chr14-q24.3
ZC2HC1C,chr14-q24.3
TMED10,chr14-q24.3
HEATR4,chr14-q24.3
NPC2,chr14-q24.3
SNW1,chr14-q24.3
TGFB3,chr14-q24.3
HMG20A,chr15-q24.3
RAB32,chr6-q24.3
RCN2,chr15-q24.3
ZBTB44,chr11-q24.3
BARX2,chr11-q24.3
ADAMTS8,chr11-q24.3
ETS1,chr11-q24.3
BATF,chr14-q24.3
FLVCR2,chr14-q24.3
TTLL5,chr14-q24.3
ERG28,chr14-q24.3
GPATCH2L,chr14-q24.3
IFT43,chr14-q24.3
SCAPER,chr15-q24.3
GRM1,chr6-q24.3
NEK9,chr14-q24.3
SAMD5,chr6-q24.3
NRXN3,chr14-q24.3
PSTPIP1,chr15-q24.3
MAP2K6,chr17-q24.3
TSPAN3,chr15-q24.3
ESRRB,chr14-q24.3
FBXO30,chr6-q24.3
FLI1,chr11-q24.3
KCNJ5,chr11-q24.3
AREL1,chr14-q24.3
EPM2A,chr6-q24.3
FCF1,chr14-q24.3
YLPM1,chr14-q24.3
RNF166,chr16-q24.3
TRAPPC2L,chr16-q24.3
CDT1,chr16-q24.3
FANCA,chr16-q24.3
ZNF276,chr16-q24.3
ZDHHC22,chr14-q24.3
GSTZ1,chr14-q24.3
GALNS,chr16-q24.3
TMED8,chr14-q24.3
PIEZO1,chr16-q24.3
POMT2,chr14-q24.3
CTU2,chr16-q24.3
APRT,chr16-q24.3
PABPN1L,chr16-q24.3
CBFA2T3,chr16-q24.3
NUMB,chr14-q24.3
NGB,chr14-q24.3
PROX2,chr14-q24.3
RHPN1,chr8-q24.3
ARC,chr8-q24.3
LY6D,chr8-q24.3
TOP1MT,chr8-q24.3
LY6E,chr8-q24.3
GML,chr8-q24.3
GPIHBP1,chr8-q24.3
JRK,chr8-q24.3
LYPD2,chr8-q24.3
SLURP2,chr8-q24.3
CYP11B2,chr8-q24.3
ZNF696,chr8-q24.3
TSNARE1,chr8-q24.3
SLURP1,chr8-q24.3
GLI4,chr8-q24.3
LYNX1,chr8-q24.3
LYNX1-SLURP2,chr8-q24.3
ZFP41,chr8-q24.3
COL22A1,chr8-q24.3
VASH1,chr14-q24.3
ANGEL1,chr14-q24.3
IRF2BPL,chr14-q24.3
LRRC74A,chr14-q24.3
PTK2,chr8-q24.3
FIGN,chr2-q24.3
LY6K,chr8-q24.3
THEM6,chr8-q24.3
PSCA,chr8-q24.3
AGO2,chr8-q24.3
C8orf33,chr8-q24.3
ABCA5,chr17-q24.3
CSRNP3,chr2-q24.3
KCNJ1,chr11-q24.3
ADGB,chr6-q24.3
CYP11B1,chr8-q24.3
SCX,chr8-q24.3
HSF1,chr8-q24.3
DGAT1,chr8-q24.3
SOX9,chr17-q24.3
SCRT1,chr8-q24.3
TMEM249,chr8-q24.3
FBXL6,chr8-q24.3
ADCK5,chr8-q24.3
CPSF1,chr8-q24.3
SLC39A4,chr8-q24.3
VPS28,chr8-q24.3
BOP1,chr8-q24.3
SLC52A2,chr8-q24.3
SLC45A4,chr8-q24.3
GPR20,chr8-q24.3
ZNF707,chr8-q24.3
CCDC166,chr8-q24.3
MAPK15,chr8-q24.3
FAM83H,chr8-q24.3
SCRIB,chr8-q24.3
STK39,chr2-q24.3
PUF60,chr8-q24.3
NRBP2,chr8-q24.3
EPPK1,chr8-q24.3
PARP10,chr8-q24.3
GRINA,chr8-q24.3
SPATC1,chr8-q24.3
OPLAH,chr8-q24.3
EXOSC4,chr8-q24.3
GPAA1,chr8-q24.3
CYC1,chr8-q24.3
SHARPIN,chr8-q24.3
MAF1,chr8-q24.3
WDR97,chr8-q24.3
HGH1,chr8-q24.3
SPG7,chr16-q24.3
KCNK9,chr8-q24.3
TRAPPC9,chr8-q24.3
CPNE7,chr16-q24.3
CDK10,chr16-q24.3
CHRAC1,chr8-q24.3
SPATA2L,chr16-q24.3
VPS9D1,chr16-q24.3
CHMP1A,chr16-q24.3
FAM161B,chr14-q24.3
TMEM45B,chr11-q24.3
PRDM10,chr11-q24.3
COQ6,chr14-q24.3
LINGO1,chr15-q24.3
ENTPD5,chr14-q24.3
APLP2,chr11-q24.3
BBOF1,chr14-q24.3
ALDH6A1,chr14-q24.3
VSX2,chr14-q24.3
ABCD4,chr14-q24.3
ST14,chr11-q24.3
VRTN,chr14-q24.3
LIN52,chr14-q24.3
RPL13,chr16-q24.3
VIPAS39,chr14-q24.3
AHSA1,chr14-q24.3
ISM2,chr14-q24.3
SPTLC2,chr14-q24.3
LY6H,chr8-q24.3
DENND3,chr8-q24.3
ACOT1,chr14-q24.3
ACOT2,chr14-q24.3
ACOT4,chr14-q24.3
ACOT6,chr14-q24.3
DNAL1,chr14-q24.3
PNMA1,chr14-q24.3
MIDEAS,chr14-q24.3
SPIRE2,chr16-q24.3
IQANK1,chr8-q24.3
TCF25,chr16-q24.3
PTGR2,chr14-q24.3
ZNF410,chr14-q24.3
MC1R,chr16-q24.3
GAS8,chr16-q24.3
DBNDD1,chr16-q24.3
SAMD15,chr14-q24.3
NOXRED1,chr14-q24.3
TP53AIP1,chr11-q24.3
ACSF3,chr16-q24.3
CDH15,chr16-q24.3
ZNF778,chr16-q24.3
PTP4A3,chr8-q24.3
MAFA,chr8-q24.3
ZC3H3,chr8-q24.3
GSDMD,chr8-q24.3
MROH6,chr8-q24.3
NAPRT,chr8-q24.3
TIGD5,chr8-q24.3
PYCR3,chr8-q24.3
GFUS,chr8-q24.3
ZNF623,chr8-q24.3
ZNF34,chr8-q24.3
RPL8,chr8-q24.3
COMMD5,chr8-q24.3
ZNF250,chr8-q24.3
ZNF16,chr8-q24.3
MROH1,chr8-q24.3
ARHGAP32,chr11-q24.3
FASLG,chr1-q24.3
LY6L,chr8-q24.3
PEAK1,chr15-q24.3
KCNJ2,chr17-q24.3
CYHR1,chr8-q24.3
KIFC2,chr8-q24.3
FOXH1,chr8-q24.3
PPP1R16A,chr8-q24.3
GPT,chr8-q24.3
SASH1,chr6-q24.3
MFSD3,chr8-q24.3
DEF8,chr16-q24.3
RECQL4,chr8-q24.3
LRRC14,chr8-q24.3
LRRC24,chr8-q24.3
C8orf82,chr8-q24.3
ZNF251,chr8-q24.3
ZNF517,chr8-q24.3
TONSL,chr8-q24.3
ADGRB1,chr8-q24.3
SCN3A,chr2-q24.3
PLEC,chr8-q24.3
TUBB3,chr16-q24.3
ADAMTS15,chr11-q24.3
PRDM7,chr16-q24.3
ARHGAP39,chr8-q24.3
NFRKB,chr11-q24.3
ZNF7,chr8-q24.3
EEF1D,chr8-q24.3
ISL2,chr15-q24.3
NOSTRIN,chr2-q24.3
FMO4,chr1-q24.3
SHPRH,chr6-q24.3
CERS6,chr2-q24.3
FMO1,chr1-q24.3
C11orf45,chr11-q24.3
SUCO,chr1-q24.3
ETFA,chr15-q24.3
STXBP5,chr6-q24.3
SPATA33,chr16-q24.3
SLC22A31,chr16-q24.3
ANKRD11,chr16-q24.3
DPEP1,chr16-q24.3
KCNJ16,chr17-q24.3
ABCA6,chr17-q24.3
ABCA10,chr17-q24.3
GRB14,chr2-q24.3
GALNT3,chr2-q24.3
TTC21B,chr2-q24.3
SCN2A,chr2-q24.3
SCN1A,chr2-q24.3
XIRP2,chr2-q24.3
SCN9A,chr2-q24.3
SCN7A,chr2-q24.3
MYOC,chr1-q24.3
B3GALT1,chr2-q24.3
SLC38A11,chr2-q24.3
COBLL1,chr2-q24.3
MROH9,chr1-q24.3
FMO3,chr1-q24.3
FMO2,chr1-q24.3
VAMP4,chr1-q24.3
METTL13,chr1-q24.3
DNM3,chr1-q24.3
PIGC,chr1-q24.3
C1orf105,chr1-q24.3
PRRC2C,chr1-q24.3
MYOCOS,chr1-q24.3
CHUK,chr10-q24.31
SCD,chr10-q24.31
BLOC1S2,chr10-q24.31
PKD2L1,chr10-q24.31
WNT8B,chr10-q24.31
CWF19L1,chr10-q24.31
ERLIN1,chr10-q24.31
HPD,chr12-q24.31
RILPL1,chr12-q24.31
DENR,chr12-q24.31
ANAPC5,chr12-q24.31
PSMD9,chr12-q24.31
CAMKK2,chr12-q24.31
MLXIP,chr12-q24.31
CFAP251,chr12-q24.31
NCOR2,chr12-q24.31
ZNF664,chr12-q24.31
PLA2G1B,chr12-q24.31
SNRNP35,chr12-q24.31
MSI1,chr12-q24.31
P2RX7,chr12-q24.31
RFLNA,chr12-q24.31
LRRC43,chr12-q24.31
IL31,chr12-q24.31
B3GNT4,chr12-q24.31
VPS33A,chr12-q24.31
BCL7A,chr12-q24.31
SEC31B,chr10-q24.31
NDUFB8,chr10-q24.31
HIF1AN,chr10-q24.31
PAX2,chr10-q24.31
SLF2,chr10-q24.31
SEMA4G,chr10-q24.31
TWNK,chr10-q24.31
LZTS2,chr10-q24.31
PDZD7,chr10-q24.31
KAZALD1,chr10-q24.31
COX6A1,chr12-q24.31
TRIAP1,chr12-q24.31
GATC,chr12-q24.31
SRSF9,chr12-q24.31
DYNLL1,chr12-q24.31
COQ5,chr12-q24.31
POP5,chr12-q24.31
TMED2,chr12-q24.31
DDX55,chr12-q24.31
EIF2B1,chr12-q24.31
GTF2H3,chr12-q24.31
ATP6V0A2,chr12-q24.31
DNAH10,chr12-q24.31
SFXN3,chr10-q24.31
TLX1,chr10-q24.31
ZCCHC8,chr12-q24.31
RSRC2,chr12-q24.31
KNTC1,chr12-q24.31
HCAR2,chr12-q24.31
HCAR3,chr12-q24.31
HCAR1,chr12-q24.31
CCDC62,chr12-q24.31
HIP1R,chr12-q24.31
VPS37B,chr12-q24.31
OGFOD2,chr12-q24.31
MRPL43,chr10-q24.31
DIABLO,chr12-q24.31
CCDC92,chr12-q24.31
SCARB1,chr12-q24.31
C12orf43,chr12-q24.31
OASL,chr12-q24.31
TCTN2,chr12-q24.31
MPHOSPH9,chr12-q24.31
CDK2AP1,chr12-q24.31
SBNO1,chr12-q24.31
MTRFR,chr12-q24.31
DHX37,chr12-q24.31
BRI3BP,chr12-q24.31
AACS,chr12-q24.31
CLIP1,chr12-q24.31
SIRT4,chr12-q24.31
RILPL2,chr12-q24.31
RNF10,chr12-q24.31
HNF1A,chr12-q24.31
ARL6IP4,chr12-q24.31
PITPNM2,chr12-q24.31
TMEM132B,chr12-q24.31
MLEC,chr12-q24.31
UNC119B,chr12-q24.31
ACADS,chr12-q24.31
SPPL3,chr12-q24.31
CABP1,chr12-q24.31
SETD1B,chr12-q24.31
KMT5A,chr12-q24.31
UBC,chr12-q24.31
KDM2B,chr12-q24.31
ABCB9,chr12-q24.31
P2RX4,chr12-q24.31
MORN3,chr12-q24.31
TMEM120B,chr12-q24.31
RHOF,chr12-q24.31
ORAI1,chr12-q24.31
RNF34,chr12-q24.31
BORCS7,chr10-q24.32
CYP17A1,chr10-q24.32
BTRC,chr10-q24.32
DPCD,chr10-q24.32
POLL,chr10-q24.32
FBXW4,chr10-q24.32
BORCS7-ASMT,chr10-q24.32
ARMH3,chr10-q24.32
SFXN2,chr10-q24.32
WBP1L,chr10-q24.32
ARL3,chr10-q24.32
NFKB2,chr10-q24.32
PSD,chr10-q24.32
CUEDC2,chr10-q24.32
C10orf95,chr10-q24.32
MFSD13A,chr10-q24.32
ACTR1A,chr10-q24.32
SUFU,chr10-q24.32
CNNM2,chr10-q24.32
TRIM8,chr10-q24.32
HPS6,chr10-q24.32
LDB1,chr10-q24.32
PPRC1,chr10-q24.32
NOLC1,chr10-q24.32
ELOVL3,chr10-q24.32
PITX3,chr10-q24.32
NPM3,chr10-q24.32
OGA,chr10-q24.32
KCNIP2,chr10-q24.32
FGF8,chr10-q24.32
FBXL15,chr10-q24.32
LBX1,chr10-q24.32
AS3MT,chr10-q24.32
GBF1,chr10-q24.32
TMEM132C,chr12-q24.32
SLK,chr10-q24.33
PDCD11,chr10-q24.33
RPEL1,chr10-q24.33
INA,chr10-q24.33
PCGF6,chr10-q24.33
ATP5MK,chr10-q24.33
NT5C2,chr10-q24.33
GALNT9,chr12-q24.33
ADGRD1,chr12-q24.33
ZNF10,chr12-q24.33
EP400,chr12-q24.33
SLC15A4,chr12-q24.33
TMEM132D,chr12-q24.33
GLT1D1,chr12-q24.33
ANKLE2,chr12-q24.33
NOC4L,chr12-q24.33
ANHX,chr12-q24.33
DDX51,chr12-q24.33
ZNF268,chr12-q24.33
CALHM2,chr10-q24.33
CALHM1,chr10-q24.33
CALHM3,chr10-q24.33
STN1,chr10-q24.33
NEURL1,chr10-q24.33
TAF5,chr10-q24.33
SH3PXD2A,chr10-q24.33
SFSWAP,chr12-q24.33
ULK1,chr12-q24.33
PUS1,chr12-q24.33
MMP17,chr12-q24.33
LRCOL1,chr12-q24.33
P2RX2,chr12-q24.33
POLE,chr12-q24.33
PXMP2,chr12-q24.33
PGAM5,chr12-q24.33
FBRSL1,chr12-q24.33
ZNF140,chr12-q24.33
ZNF891,chr12-q24.33
FZD10,chr12-q24.33
PIWIL1,chr12-q24.33
STX2,chr12-q24.33
RAN,chr12-q24.33
RIMBP2,chr12-q24.33
CHFR,chr12-q24.33
ZNF605,chr12-q24.33
ZNF26,chr12-q24.33
ZNF84,chr12-q24.33
GOLGA3,chr12-q24.33
DCAF12L2,chrX-q25
THOC2,chrX-q25
TEX13C,chrX-q25
TENM1,chrX-q25
PRR32,chrX-q25
DCAF12L1,chrX-q25
PAPSS1,chr4-q25
DKK2,chr4-q25
EGF,chr4-q25
XIAP,chrX-q25
ETNPPL,chr4-q25
SEC24B,chr4-q25
MCUB,chr4-q25
OSTC,chr4-q25
GRIA3,chrX-q25
SPATA19,chr11-q25
ACTRT1,chrX-q25
GLB1L2,chr11-q25
B3GAT1,chr11-q25
STAG2,chrX-q25
SH2D1A,chrX-q25
TEX13D,chrX-q25
IGSF9B,chr11-q25
LEF1,chr4-q25
ELOVL6,chr4-q25
ENPEP,chr4-q25
FAM241A,chr4-q25
AP1AR,chr4-q25
TIFA,chr4-q25
ALPK1,chr4-q25
CASP6,chr4-q25
PLA2G12A,chr4-q25
GAR1,chr4-q25
RRH,chr4-q25
LRIT3,chr4-q25
CFI,chr4-q25
RPL34,chr4-q25
CYP2U1,chr4-q25
SNX19,chr11-q25
HADH,chr4-q25
ANK2,chr4-q25
SGMS2,chr4-q25
COL25A1,chr4-q25
PITX2,chr4-q25
NEUROG2,chr4-q25
ZGRF1,chr4-q25
LARP7,chr4-q25
OPCML,chr11-q25
NTM,chr11-q25
JAM3,chr11-q25
VPS26B,chr11-q25
THYN1,chr11-q25
ACAD8,chr11-q25
GLB1L3,chr11-q25
NCAPD3,chr11-q25
GSTO1,chr10-q25.1
COL17A1,chr10-q25.1
ITPRIP,chr10-q25.1
CFAP58,chr10-q25.1
IREB2,chr15-q25.1
ADAMTS7,chr15-q25.1
PSMA4,chr15-q25.1
XPNPEP1,chr10-q25.1
PPP1R14C,chr6-q25.1
ADD3,chr10-q25.1
TAB2,chr6-q25.1
CHRNA3,chr15-q25.1
PLEKHG1,chr6-q25.1
GSTO2,chr10-q25.1
UST,chr6-q25.1
ULBP3,chr6-q25.1
AKAP12,chr6-q25.1
RAET1L,chr6-q25.1
SUMO4,chr6-q25.1
CHRNA5,chr15-q25.1
WDR61,chr15-q25.1
CRABP1,chr15-q25.1
ZC3H12D,chr6-q25.1
HYKK,chr15-q25.1
PPIL4,chr6-q25.1
ABHD17C,chr15-q25.1
TMED3,chr15-q25.1
CEMIP,chr15-q25.1
GINM1,chr6-q25.1
CHRNB4,chr15-q25.1
ULBP1,chr6-q25.1
KATNA1,chr6-q25.1
MINAR1,chr15-q25.1
CD300LF,chr17-q25.1
LATS1,chr6-q25.1
SDK2,chr17-q25.1
SLC9A3R1,chr17-q25.1
NAT9,chr17-q25.1
GRIN2C,chr17-q25.1
KCTD2,chr17-q25.1
ACSBG1,chr15-q25.1
MORF4L1,chr15-q25.1
IYD,chr6-q25.1
TMEM104,chr17-q25.1
CIB2,chr15-q25.1
IDH3A,chr15-q25.1
CFAP43,chr10-q25.1
RAB37,chr17-q25.1
CD300E,chr17-q25.1
MESD,chr15-q25.1
CFAP161,chr15-q25.1
MTHFD1L,chr6-q25.1
SORCS3,chr10-q25.1
MINDY4B,chr3-q25.1
COMMD2,chr3-q25.1
SUCNR1,chr3-q25.1
CP,chr3-q25.1
TM4SF18,chr3-q25.1
AADAC,chr3-q25.1
SFR1,chr10-q25.1
AADACL2,chr3-q25.1
TM4SF1,chr3-q25.1
SIAH2,chr3-q25.1
MTHFS,chr15-q25.1
ST20-MTHFS,chr15-q25.1
ST20,chr15-q25.1
ZFAND6,chr15-q25.1
BCL2A1,chr15-q25.1
ERICH6,chr3-q25.1
SERP1,chr3-q25.1
RASGRF1,chr15-q25.1
CTSH,chr15-q25.1
ANKUB1,chr3-q25.1
TM4SF4,chr3-q25.1
SORCS1,chr10-q25.1
ZBTB2,chr6-q25.1
RMND1,chr6-q25.1
ARMT1,chr6-q25.1
CCDC170,chr6-q25.1
PRPSAP1,chr17-q25.1
SPHK1,chr17-q25.1
UBE2O,chr17-q25.1
CYGB,chr17-q25.1
PRCD,chr17-q25.1
ST6GALNAC2,chr17-q25.1
ST6GALNAC1,chr17-q25.1
SRSF2,chr17-q25.1
RHBDF2,chr17-q25.1
NUP43,chr6-q25.1
PCMT1,chr6-q25.1
LRP11,chr6-q25.1
RAET1G,chr6-q25.1
ULBP2,chr6-q25.1
RECQL5,chr17-q25.1
SMIM6,chr17-q25.1
SAP30BP,chr17-q25.1
ITGB4,chr17-q25.1
H3-3B,chr17-q25.1
UNK,chr17-q25.1
UNC13D,chr17-q25.1
WBP2,chr17-q25.1
TRIM47,chr17-q25.1
TRIM65,chr17-q25.1
MRPL38,chr17-q25.1
ACOX1,chr17-q25.1
TEN1-CDK3,chr17-q25.1
TEN1,chr17-q25.1
EVPL,chr17-q25.1
SRP68,chr17-q25.1
STARD5,chr15-q25.1
TMC3,chr15-q25.1
FAH,chr15-q25.1
AANAT,chr17-q25.1
CTXND1,chr15-q25.1
JMJD6,chr17-q25.1
METTL23,chr17-q25.1
TNFSF4,chr1-q25.1
SH2D7,chr15-q25.1
DNAJA4,chr15-q25.1
TBC1D2B,chr15-q25.1
IL16,chr15-q25.1
TNR,chr1-q25.1
ZACN,chr17-q25.1
GALR2,chr17-q25.1
EXOC7,chr17-q25.1
ANKRD34C,chr15-q25.1
FOXJ1,chr17-q25.1
TLNRD1,chr15-q25.1
SLC16A5,chr17-q25.1
ARMC7,chr17-q25.1
NT5C,chr17-q25.1
JPT1,chr17-q25.1
SUMO2,chr17-q25.1
NUP85,chr17-q25.1
GGA3,chr17-q25.1
MRPS7,chr17-q25.1
SLC25A19,chr17-q25.1
GRB2,chr17-q25.1
PRDX6,chr1-q25.1
ARNT2,chr15-q25.1
WWTR1,chr3-q25.1
MRPS14,chr1-q25.1
SLC9C2,chr1-q25.1
RNF13,chr3-q25.1
CACYBP,chr1-q25.1
ESR1,chr6-q25.1
MIF4GD,chr17-q25.1
RAET1E,chr6-q25.1
CLRN1,chr3-q25.1
KIAA0040,chr1-q25.1
ANKRD45,chr1-q25.1
RNF157,chr17-q25.1
UBALD2,chr17-q25.1
TEX50,chr1-q25.1
GPR52,chr1-q25.1
KLHL20,chr1-q25.1
TMEM94,chr17-q25.1
CASKIN2,chr17-q25.1
TSEN54,chr17-q25.1
LLGL2,chr17-q25.1
SMIM5,chr17-q25.1
GALK1,chr17-q25.1
FDXR,chr17-q25.1
FADS6,chr17-q25.1
USH1G,chr17-q25.1
OTOP2,chr17-q25.1
OTOP3,chr17-q25.1
HID1,chr17-q25.1
CDR2L,chr17-q25.1
MRPL58,chr17-q25.1
ATP5PD,chr17-q25.1
QRICH2,chr17-q25.1
MXRA7,chr17-q25.1
GPRC5C,chr17-q25.1
CD300A,chr17-q25.1
CD300LB,chr17-q25.1
CD300C,chr17-q25.1
CD300LD,chr17-q25.1
RPL38,chr17-q25.1
TTYH2,chr17-q25.1
DNAI2,chr17-q25.1
KIF19,chr17-q25.1
BTBD17,chr17-q25.1
MBNL1,chr3-q25.1
MFSD11,chr17-q25.1
GPR171,chr3-q25.1
P2RY14,chr3-q25.1
GPR87,chr3-q25.1
P2RY13,chr3-q25.1
P2RY12,chr3-q25.1
IGSF10,chr3-q25.1
EIF2A,chr3-q25.1
SSTR2,chr17-q25.1
COG1,chr17-q25.1
C17orf80,chr17-q25.1
CPSF4L,chr17-q25.1
CDC42EP4,chr17-q25.1
FAM104A,chr17-q25.1
SLC39A11,chr17-q25.1
SELENOT,chr3-q25.1
MYO15B,chr17-q25.1
FBF1,chr17-q25.1
CDK3,chr17-q25.1
GPR142,chr17-q25.1
MED12L,chr3-q25.1
DARS2,chr1-q25.1
ZBTB37,chr1-q25.1
RC3H1,chr1-q25.1
TSC22D2,chr3-q25.1
PFN2,chr3-q25.1
SERPINC1,chr1-q25.1
TNFSF18,chr1-q25.1
CENPL,chr1-q25.1
RABGAP1L,chr1-q25.1
TNN,chr1-q25.1
TCF7L2,chr10-q25.2
RBM20,chr10-q25.2
CNKSR3,chr6-q25.2
OPRM1,chr6-q25.2
RPS17,chr15-q25.2
VIP,chr6-q25.2
MTRF1L,chr6-q25.2
FBXO5,chr6-q25.2
C15orf40,chr15-q25.2
EFL1,chr15-q25.2
HOMER2,chr15-q25.2
RGS17,chr6-q25.2
MEX3B,chr15-q25.2
ADAMTSL3,chr15-q25.2
NMB,chr15-q25.2
RAMAC,chr15-q25.2
SH3GL3,chr15-q25.2
ZSCAN2,chr15-q25.2
BTBD1,chr15-q25.2
SCAF8,chr6-q25.2
SMNDC1,chr10-q25.2
DUSP5,chr10-q25.2
VTI1A,chr10-q25.2
WDR73,chr15-q25.2
MXI1,chr10-q25.2
ARHGEF26,chr3-q25.2
GPAM,chr10-q25.2
TECTB,chr10-q25.2
ZDHHC6,chr10-q25.2
ACSL5,chr10-q25.2
P2RY1,chr3-q25.2
DHX36,chr3-q25.2
GPR149,chr3-q25.2
SEC14L1,chr17-q25.2
AP3B2,chr15-q25.2
FSD2,chr15-q25.2
WHAMM,chr15-q25.2
RAP2B,chr3-q25.2
TM6SF1,chr15-q25.2
SMC3,chr10-q25.2
HDGFL3,chr15-q25.2
BNC1,chr15-q25.2
STRIT1,chr3-q25.2
SYNE1,chr6-q25.2
TIAM2,chr6-q25.2
PDCD4,chr10-q25.2
